material,temperature_c,pressure_bar,ph,sulfur_ppm,flow_velocity_ms,service_years,corrosion_rate_mmpy
Inconel,171.6,35.5,5.9,635,2.66,5,0.68
SS304,247.9,49.1,4.85,125,2.11,13,0.9
Alloy Steel,149.1,46.8,5.19,630,2.26,11,1.05
Carbon Steel,203.9,38.9,6.66,292,4.19,2,0.91
Inconel,183.4,27.4,5.36,571,1.59,12,0.75
Inconel,251.7,54.1,6.38,645,3.63,5,0.79
Carbon Steel,190.0,47.1,5.87,555,3.96,1,1.1
SS316,200.3,54.5,4.76,528,3.1,10,0.98
Carbon Steel,254.9,26.6,5.58,422,3.39,6,1.21
Carbon Steel,149.4,31.1,6.73,515,3.18,13,0.93
Alloy Steel,149.4,51.7,6.51,293,4.24,3,0.74
SS304,211.2,42.6,4.82,452,4.2,3,1.0
Inconel,229.9,42.1,5.56,486,3.11,10,0.82
SS304,222.3,37.8,5.05,484,1.51,4,0.89
SS316,172.5,52.5,4.48,242,2.2,7,0.79
Inconel,140.6,44.2,6.46,503,2.59,4,0.47
SS304,265.1,38.0,5.69,680,4.45,9,1.12
SS316,149.6,42.9,6.7,127,3.48,12,0.46
Alloy Steel,232.0,40.3,4.8,341,2.62,14,1.17
SS316,191.8,36.1,6.3,580,3.89,2,0.74
SS304,185.6,37.3,5.03,449,4.31,11,0.99
Carbon Steel,277.1,38.6,6.64,648,2.26,6,1.14
Inconel,263.9,27.4,5.77,616,4.27,8,0.94
Alloy Steel,201.3,43.5,4.43,397,4.29,1,1.18
SS304,211.8,41.5,5.28,188,2.41,4,0.75
Alloy Steel,210.8,43.0,4.22,157,2.12,9,1.09
SS316,165.9,50.8,6.66,148,3.79,9,0.5
SS304,209.4,53.6,5.83,530,2.79,7,0.85
Carbon Steel,165.9,26.0,5.04,384,3.71,5,1.12
Carbon Steel,168.7,38.8,5.4,586,3.97,13,1.23
Carbon Steel,202.6,53.0,5.26,206,3.15,9,1.08
Carbon Steel,275.1,38.6,5.84,423,1.95,1,1.11
Inconel,274.1,42.9,4.25,163,4.0,5,0.96
Alloy Steel,173.9,30.7,4.57,371,1.57,8,1.03
SS304,249.7,28.8,5.86,672,1.99,7,0.94
Carbon Steel,180.1,51.8,4.67,375,3.26,3,1.17
Inconel,197.4,25.3,6.26,345,3.51,4,0.57
Carbon Steel,264.7,38.1,6.59,524,1.86,11,1.08
Carbon Steel,212.4,32.0,4.24,492,2.98,10,1.37
SS316,192.5,47.5,4.81,409,3.69,14,0.97
SS304,161.8,43.9,5.69,434,3.98,5,0.78
Alloy Steel,186.4,31.7,4.92,130,2.93,13,0.99
SS316,195.3,47.0,5.49,303,3.38,1,0.72
SS316,237.3,39.8,6.22,542,4.18,6,0.86
Alloy Steel,159.3,52.5,5.43,185,3.63,5,0.87
Carbon Steel,274.9,29.4,6.73,151,2.16,1,0.87
Carbon Steel,279.1,39.7,5.63,516,4.4,7,1.34
SS304,161.0,30.9,5.03,405,1.87,3,0.76
Carbon Steel,176.0,51.6,5.05,439,2.69,9,1.15
SS316,167.5,49.7,4.41,619,3.24,14,1.05
SS316,249.6,47.8,6.28,672,3.89,4,0.9
SS316,273.0,45.1,5.27,387,3.47,6,0.97
Alloy Steel,160.3,30.5,4.36,633,4.29,10,1.28
Carbon Steel,271.3,45.9,5.04,231,1.74,8,1.18
Carbon Steel,159.8,34.3,4.31,285,1.68,12,1.14
Carbon Steel,268.0,25.9,6.28,334,3.73,2,1.08
Carbon Steel,260.3,36.6,6.48,304,2.09,14,1.03
SS304,148.7,26.5,6.0,434,2.75,12,0.7
SS304,188.6,38.7,5.65,511,2.22,2,0.77
SS316,246.8,50.4,6.33,490,3.65,13,0.86
SS316,242.7,38.6,4.61,285,2.12,13,0.95
Alloy Steel,166.9,49.7,5.05,366,3.82,11,1.06
Inconel,279.7,51.6,4.41,355,3.1,9,1.02
SS316,253.2,29.5,5.2,141,3.07,7,0.83
Carbon Steel,212.2,40.2,6.16,213,4.34,13,1.05
SS316,182.2,27.0,4.3,560,2.66,8,1.0
SS316,165.8,48.0,5.76,400,3.37,3,0.68
SS304,246.4,54.4,5.32,140,2.88,11,0.85
Carbon Steel,242.1,32.1,4.89,235,3.56,9,1.24
Alloy Steel,196.7,46.3,6.73,197,1.69,7,0.67
Alloy Steel,181.8,34.2,6.31,598,2.49,2,0.88
Alloy Steel,149.6,37.0,4.69,210,3.07,13,1.0
SS316,150.6,42.3,4.84,503,3.93,1,0.85
Alloy Steel,230.2,30.3,6.26,279,1.9,4,0.82
Alloy Steel,257.1,36.2,5.38,519,1.7,5,1.1
Alloy Steel,202.0,46.7,5.68,304,3.68,10,0.99
SS304,224.3,38.5,4.3,265,1.56,12,0.97
Carbon Steel,176.3,45.6,5.0,325,3.68,10,1.15
SS304,217.9,50.2,4.74,693,4.2,1,1.12
Carbon Steel,225.0,44.7,5.7,692,3.57,3,1.24
SS304,156.5,26.8,5.01,181,3.08,14,0.79
Carbon Steel,241.1,30.2,4.22,400,1.98,12,1.36
Alloy Steel,187.4,32.7,4.66,426,3.16,1,1.09
Inconel,209.8,40.2,4.34,244,4.0,2,0.85
Alloy Steel,200.8,46.0,6.06,557,3.99,10,1.05
Inconel,149.3,36.4,6.42,146,3.23,14,0.43
Alloy Steel,220.3,37.3,4.93,265,3.89,1,1.07
SS304,146.2,46.8,6.53,480,3.47,14,0.68
Inconel,249.7,45.9,6.56,631,3.86,11,0.81
Alloy Steel,200.4,36.0,5.36,356,3.38,13,1.06
SS316,231.8,38.7,5.81,243,2.8,6,0.72
Inconel,262.5,39.6,4.78,124,3.53,8,0.84
Carbon Steel,257.4,40.7,5.64,628,4.26,9,1.35
SS304,254.8,34.2,6.77,463,4.03,13,0.85
Alloy Steel,264.6,39.0,4.55,108,2.82,12,1.16
Alloy Steel,225.3,43.3,6.54,214,2.61,7,0.8
Carbon Steel,167.4,53.9,4.6,647,2.79,9,1.29
Alloy Steel,262.6,28.6,6.18,493,2.2,12,1.05
Alloy Steel,268.6,54.4,5.32,468,2.85,1,1.14
Carbon Steel,200.4,46.3,5.73,570,1.54,13,1.12
Carbon Steel,184.7,31.7,6.28,153,2.19,14,0.86
SS316,192.9,36.8,6.47,471,2.72,12,0.69
SS316,201.2,31.2,5.94,337,1.9,3,0.63
Carbon Steel,164.8,29.4,5.29,129,3.46,10,1.0
Inconel,273.9,46.2,4.81,224,4.07,5,0.91
Inconel,279.7,41.0,5.18,331,2.08,10,0.85
Inconel,280.0,49.1,5.31,505,3.95,3,0.95
SS304,148.2,29.6,6.66,425,1.69,8,0.53
SS316,180.1,49.2,4.28,456,4.12,7,1.01
Inconel,152.3,46.8,4.56,303,4.33,5,0.77
Inconel,275.4,27.7,5.44,137,3.39,10,0.78
Inconel,164.6,32.8,6.15,198,4.04,11,0.54
Carbon Steel,277.8,51.4,5.74,636,1.85,6,1.25
Alloy Steel,245.2,34.4,6.06,220,2.88,4,0.9
SS304,231.4,28.9,5.18,654,3.35,12,1.1
Alloy Steel,176.9,32.2,5.8,472,1.64,14,0.94
SS316,236.0,34.6,5.65,267,2.0,3,0.71
Alloy Steel,229.1,47.5,4.85,378,4.4,6,1.2
SS304,176.1,35.5,6.58,334,3.96,9,0.66
Inconel,182.5,44.2,5.82,458,1.98,11,0.64
Inconel,150.1,39.5,6.45,172,4.29,6,0.43
Carbon Steel,214.5,27.0,5.31,175,1.64,4,0.98
Carbon Steel,223.0,48.3,5.8,456,4.24,2,1.15
SS304,171.5,29.9,5.24,527,1.63,2,0.78
Inconel,154.9,42.6,4.83,199,3.28,8,0.67
Alloy Steel,161.8,31.9,5.48,580,2.56,9,1.01
Alloy Steel,252.7,32.2,6.5,671,1.62,8,1.01
SS304,265.3,48.7,6.73,465,3.07,9,0.81
Carbon Steel,257.1,49.3,6.7,250,2.19,11,0.95
Alloy Steel,260.0,50.9,5.55,308,3.42,7,1.08
SS316,251.8,30.3,4.4,602,4.43,4,1.18
SS304,257.8,44.5,5.68,524,2.79,2,0.92
SS316,274.7,38.0,5.93,418,1.66,12,0.84
SS316,160.3,50.3,5.88,621,4.3,11,0.85
Carbon Steel,225.6,28.2,5.66,144,3.13,3,1.0
Inconel,227.0,25.6,5.13,160,2.4,10,0.71
SS304,163.7,50.7,6.62,564,4.32,3,0.7
Inconel,182.8,34.4,6.46,435,4.16,14,0.65
Alloy Steel,180.2,25.8,4.72,339,2.0,4,1.0
Alloy Steel,254.3,47.0,4.7,266,4.33,14,1.27
SS304,203.8,39.0,5.27,239,2.66,8,0.8
Carbon Steel,180.0,35.1,5.11,219,4.28,3,1.08
Alloy Steel,274.7,36.6,6.54,592,3.41,5,1.07
Alloy Steel,233.7,51.9,5.9,390,1.6,12,0.97
Inconel,200.2,43.3,6.56,374,4.46,7,0.61
Alloy Steel,215.9,37.1,6.41,215,2.82,1,0.77
Carbon Steel,160.8,38.0,6.15,375,1.99,3,0.85
Alloy Steel,256.9,41.2,4.21,639,1.95,14,1.4
Alloy Steel,196.3,37.4,5.07,434,2.54,13,1.1
SS316,197.3,41.9,5.17,565,4.15,5,0.95
Carbon Steel,241.9,41.5,5.44,500,3.91,14,1.32
Alloy Steel,228.1,51.2,4.2,418,2.14,13,1.26
Carbon Steel,221.8,33.2,6.45,270,2.6,11,0.95
Carbon Steel,201.2,33.7,5.19,309,3.44,10,1.15
Alloy Steel,278.6,53.1,5.59,549,3.21,4,1.18
Alloy Steel,197.5,48.7,6.51,521,1.68,14,0.89
Carbon Steel,146.2,34.3,5.73,669,3.6,3,1.09
Inconel,225.7,45.0,4.82,366,3.4,5,0.85
Inconel,146.3,52.9,4.48,130,4.17,5,0.69
Carbon Steel,203.8,53.5,4.67,505,3.23,6,1.28
Carbon Steel,262.0,37.8,4.8,263,2.16,5,1.21
Inconel,240.4,32.5,5.74,420,4.03,12,0.84
Inconel,246.0,48.8,6.01,119,3.27,6,0.6
SS316,239.9,25.7,5.71,604,2.64,2,0.87
Inconel,217.7,49.8,5.25,597,3.67,13,0.94
Inconel,142.2,45.8,4.8,614,2.9,14,0.85
SS304,245.6,48.4,5.87,663,4.45,5,1.02
Alloy Steel,142.8,46.7,6.49,441,1.58,3,0.68
SS316,140.8,29.1,5.34,187,4.2,12,0.71
SS316,155.0,29.2,5.13,352,3.26,7,0.76
Carbon Steel,279.7,54.3,5.27,250,3.78,6,1.24
SS304,240.3,30.9,6.2,147,3.47,1,0.67
Alloy Steel,219.0,53.3,4.89,662,3.91,4,1.26
SS316,188.8,47.8,4.54,372,2.06,2,0.83
Inconel,241.5,31.4,5.8,368,1.98,3,0.66
Inconel,257.4,54.4,5.96,640,1.91,1,0.76
Inconel,196.3,32.7,4.28,175,1.92,5,0.73
Alloy Steel,152.9,35.9,6.26,521,1.58,3,0.77
SS316,251.7,35.9,4.62,342,3.17,1,0.96
Alloy Steel,267.8,42.6,5.24,617,1.65,6,1.19
Carbon Steel,228.0,35.3,5.58,332,3.6,2,1.11
Carbon Steel,238.3,31.3,4.92,440,2.84,10,1.29
SS304,258.0,30.3,6.55,364,3.67,5,0.78
Carbon Steel,230.5,41.2,5.61,574,2.63,1,1.16
SS316,190.6,50.8,6.64,232,4.09,9,0.6
SS316,221.6,50.3,6.67,436,2.04,9,0.64
SS316,150.7,44.1,6.3,311,1.71,13,0.53
Inconel,170.5,51.8,5.94,618,4.37,8,0.76
Inconel,208.8,43.0,4.57,587,3.31,3,0.94
SS316,231.4,34.2,4.82,392,2.15,14,0.96
Carbon Steel,186.7,47.6,4.91,477,1.57,14,1.19
Carbon Steel,253.7,52.7,6.66,509,2.13,8,1.04
SS304,238.0,30.5,5.75,615,2.65,10,0.96
Alloy Steel,232.5,25.7,4.85,361,3.39,3,1.13
SS304,163.0,39.2,6.1,474,3.68,1,0.7
Alloy Steel,181.1,48.9,5.25,499,4.3,4,1.09
Carbon Steel,235.9,33.0,4.6,561,2.81,12,1.4
SS316,145.9,30.8,5.3,600,2.94,10,0.83
Inconel,159.9,48.8,6.66,633,3.76,8,0.61
SS304,189.9,54.4,6.76,233,1.7,3,0.47
SS304,159.1,44.9,6.26,485,3.88,12,0.76
Carbon Steel,259.0,27.8,4.31,402,1.68,12,1.36
Alloy Steel,265.5,32.2,6.04,281,1.63,4,0.91
SS304,145.0,46.4,6.34,637,2.77,7,0.7
Alloy Steel,167.1,47.0,5.5,547,2.98,5,0.99
SS304,149.2,28.0,5.06,322,2.89,13,0.81
SS316,144.7,29.7,4.5,358,2.14,4,0.77
Carbon Steel,178.8,40.9,5.83,483,3.26,14,1.11
Alloy Steel,259.9,40.4,6.56,252,3.35,1,0.86
Carbon Steel,188.2,52.4,4.6,134,2.95,3,1.07
Inconel,264.2,54.9,6.1,288,2.4,3,0.64
Carbon Steel,153.0,34.1,5.49,211,2.9,10,0.96
Alloy Steel,219.3,36.2,6.52,187,3.19,14,0.85
Alloy Steel,188.3,47.3,6.49,211,4.48,8,0.83
Inconel,175.7,30.3,4.65,469,3.19,10,0.86
Inconel,242.4,33.1,6.29,510,3.07,14,0.77
SS304,277.1,42.2,6.67,366,2.81,12,0.81
Alloy Steel,245.1,38.3,6.26,434,4.31,7,1.04
Carbon Steel,211.5,43.2,4.92,356,2.95,14,1.24
Inconel,235.1,54.5,5.58,220,2.83,9,0.69
Carbon Steel,191.9,53.7,6.27,365,3.13,5,0.95
Inconel,259.2,33.2,5.74,269,1.83,9,0.69
Alloy Steel,160.0,45.0,5.88,586,1.92,6,0.9
Inconel,205.2,53.7,6.49,560,2.9,1,0.6
Alloy Steel,257.3,41.3,6.12,574,3.04,6,1.08
Inconel,218.3,33.0,5.2,110,2.65,1,0.61
SS304,261.7,25.8,5.39,140,4.41,5,0.9
Inconel,196.7,53.0,4.31,510,4.05,4,0.96
SS304,201.8,47.1,5.23,119,3.02,2,0.72
SS304,257.3,28.4,5.53,412,4.41,4,0.98
Carbon Steel,229.3,29.9,4.94,569,2.88,2,1.27
Alloy Steel,225.4,26.2,6.18,485,4.39,7,1.04
Inconel,244.8,35.0,6.02,679,1.72,5,0.77
Inconel,168.1,29.8,4.4,647,2.2,12,0.93
SS316,227.0,49.2,5.26,420,4.4,12,0.98
Inconel,236.1,35.6,6.75,279,1.52,11,0.5
Alloy Steel,249.0,45.1,6.48,606,2.12,14,1.04
Alloy Steel,234.8,41.1,5.84,458,3.5,14,1.11
Inconel,154.6,26.2,5.06,592,2.9,13,0.82
SS304,162.8,32.5,4.76,538,2.91,10,0.95
SS316,178.2,52.0,4.43,186,3.41,11,0.87
Alloy Steel,211.1,53.0,6.36,695,3.37,11,1.06
SS316,185.0,35.5,5.95,139,3.25,11,0.62
SS316,222.8,36.2,5.21,630,4.06,14,1.07
Alloy Steel,151.1,43.8,5.62,503,2.88,7,0.94
SS304,216.0,34.1,5.92,291,2.79,8,0.75
SS304,204.6,45.9,5.12,592,2.53,8,0.97
Alloy Steel,248.2,46.0,4.56,494,3.8,10,1.33
Inconel,265.0,33.3,4.83,621,3.38,9,1.06
Inconel,231.0,35.1,5.15,569,3.16,10,0.92
SS316,268.0,52.0,5.55,431,2.5,8,0.91
Inconel,141.1,27.6,5.95,334,3.96,4,0.53
SS316,212.7,42.3,6.13,240,2.38,6,0.62
Inconel,188.9,27.5,6.42,521,3.9,14,0.69
SS304,152.5,34.0,4.35,322,4.44,1,0.91
SS304,172.1,29.2,4.72,312,1.95,10,0.84
SS304,187.2,48.1,4.48,237,1.53,10,0.85
Inconel,228.5,27.3,5.72,273,1.79,3,0.6
SS316,158.4,37.0,5.68,435,1.86,6,0.65
SS316,225.0,25.6,4.71,386,2.84,9,0.96
SS304,247.7,54.9,4.86,392,2.21,7,0.98
SS304,221.8,53.5,5.63,373,1.9,12,0.83
Inconel,226.5,51.4,6.12,377,4.45,10,0.74
Inconel,179.4,51.2,6.45,420,1.56,8,0.49
SS316,210.5,41.8,4.82,434,3.77,9,0.98
Carbon Steel,258.2,39.1,6.36,568,3.51,6,1.17
SS316,163.8,27.2,4.51,196,3.1,12,0.83
Inconel,277.1,30.5,6.57,224,2.62,11,0.63
Alloy Steel,147.9,53.4,4.72,281,2.97,6,0.97
Inconel,235.4,37.3,6.17,576,2.82,9,0.76
Inconel,227.9,38.6,6.5,332,3.54,13,0.65
Alloy Steel,145.8,29.7,4.53,203,1.53,12,0.94
Inconel,257.1,26.9,6.51,175,1.7,6,0.5
SS316,178.5,50.5,6.13,438,2.94,6,0.67
Alloy Steel,210.3,35.0,6.35,536,2.68,12,0.97
Carbon Steel,188.4,40.1,5.78,392,3.22,14,1.09
Inconel,146.8,34.8,6.09,653,3.41,2,0.62
Carbon Steel,167.5,30.4,5.64,642,3.87,7,1.17
Carbon Steel,147.2,31.6,4.84,302,1.63,9,1.02
Alloy Steel,188.2,34.0,5.96,430,1.91,2,0.85
SS304,264.2,40.9,6.48,586,1.73,12,0.86
Carbon Steel,191.1,45.9,6.62,410,1.57,12,0.89
Carbon Steel,267.5,28.1,4.93,422,3.59,12,1.38
SS304,156.3,50.4,4.89,130,1.85,14,0.73
SS316,237.1,50.1,6.7,463,3.08,6,0.7
SS304,241.5,32.6,4.49,429,1.95,12,1.06
SS316,229.2,41.1,5.75,383,2.33,5,0.76
SS316,273.4,28.0,6.25,410,2.79,8,0.81
SS304,149.9,37.9,6.13,261,3.19,8,0.61
Carbon Steel,225.6,28.1,5.29,139,2.36,14,1.09
SS316,167.0,53.6,4.73,584,2.61,13,0.95
SS304,184.8,25.6,6.15,670,2.16,6,0.78
Inconel,239.0,47.6,5.66,553,4.08,14,0.92
Carbon Steel,166.1,42.7,4.33,588,2.32,10,1.29
SS316,169.1,38.7,4.74,399,4.21,9,0.92
Alloy Steel,183.4,25.8,5.88,583,4.34,12,1.09
Carbon Steel,228.6,53.5,4.41,449,4.25,11,1.42
Inconel,228.3,39.2,5.1,476,1.66,7,0.8
Inconel,155.9,31.4,4.65,313,4.13,5,0.76
SS304,256.3,53.0,6.47,413,4.15,10,0.87
Inconel,197.3,33.5,4.46,387,4.34,12,0.95
Alloy Steel,145.0,43.0,5.88,246,4.31,12,0.87
SS304,190.5,51.3,4.51,470,3.3,6,1.0
Inconel,184.7,40.9,6.4,672,1.56,8,0.61
SS316,145.2,41.0,5.57,606,4.35,14,0.88
Carbon Steel,233.6,31.5,6.09,148,2.85,7,0.96
Alloy Steel,177.3,27.2,6.69,648,4.28,11,0.97
Alloy Steel,242.0,31.9,6.69,115,2.5,12,0.79
Alloy Steel,228.7,52.8,5.7,177,2.03,8,0.89
SS316,253.1,39.1,6.08,606,2.9,12,0.92
Inconel,208.8,55.0,6.22,681,2.53,9,0.73
Carbon Steel,189.9,42.1,6.57,685,2.18,6,1.01
Carbon Steel,272.9,33.7,6.78,237,2.12,10,0.95
SS316,251.6,39.8,5.43,447,2.16,1,0.84
SS304,162.6,35.5,6.73,651,2.1,5,0.64
Inconel,193.3,25.2,4.86,480,1.72,14,0.82
Alloy Steel,181.3,53.0,5.37,249,2.45,6,0.89
SS304,272.4,34.2,6.31,456,4.43,13,0.97
SS316,166.4,45.7,5.06,295,2.31,5,0.71
Inconel,248.1,50.1,6.29,472,2.34,7,0.68
Inconel,158.6,36.7,6.04,683,2.0,6,0.63
Inconel,279.6,47.7,6.11,138,2.7,13,0.68
SS304,171.9,48.3,6.7,294,3.56,7,0.58
SS304,163.1,35.6,6.66,548,3.14,8,0.67
SS316,213.9,33.8,4.88,448,3.62,1,0.92
Alloy Steel,151.3,30.7,6.0,641,4.39,11,1.03
SS304,201.7,35.8,5.89,382,4.39,6,0.83
Carbon Steel,243.6,32.7,5.52,431,2.49,6,1.16
SS304,238.7,32.7,4.93,155,3.56,12,0.94
SS304,179.2,37.2,4.3,242,3.84,5,0.93
Inconel,195.2,53.4,5.96,550,3.54,12,0.76
Carbon Steel,233.0,41.8,5.4,639,2.16,12,1.28
Alloy Steel,174.4,33.8,4.68,474,2.38,12,1.12
Carbon Steel,254.9,29.1,6.04,651,3.23,7,1.24
Alloy Steel,250.7,30.3,6.64,571,4.07,9,1.06
SS316,171.3,38.2,5.43,439,3.62,1,0.76
Inconel,239.7,25.9,4.42,666,1.75,8,1.01
SS316,171.2,53.2,5.46,367,3.84,3,0.74
SS304,200.5,45.1,4.87,481,3.11,3,0.94
SS304,235.6,30.2,4.98,541,1.99,14,1.04
Inconel,182.7,45.4,6.51,504,3.98,7,0.62
SS316,193.1,30.3,5.89,554,2.24,7,0.76
Carbon Steel,205.3,45.0,5.2,581,3.72,11,1.29
SS316,246.0,48.9,6.28,329,2.01,1,0.64
Alloy Steel,250.5,37.4,5.74,133,4.46,4,0.99
SS304,271.3,44.8,5.7,518,1.63,5,0.91
Carbon Steel,195.5,32.9,5.66,352,3.45,4,1.05
SS304,218.7,54.9,4.87,522,3.77,8,1.06
SS316,274.7,36.0,5.19,492,2.76,12,1.04
Inconel,274.3,48.9,5.99,682,2.01,2,0.82
Carbon Steel,239.0,35.8,4.77,649,2.78,13,1.42
Inconel,163.3,29.2,5.08,581,2.1,13,0.79
SS316,169.4,37.5,6.61,439,4.21,3,0.62
Alloy Steel,272.2,51.9,4.21,660,1.91,1,1.35
Inconel,239.6,33.0,6.75,614,3.74,2,0.69
Inconel,206.7,38.3,6.17,267,2.15,7,0.53
SS316,196.8,51.9,4.2,310,1.84,14,0.94
Carbon Steel,191.9,54.2,4.81,590,3.62,8,1.31
SS316,209.6,40.0,6.01,672,2.6,6,0.83
Inconel,165.9,25.6,5.64,657,3.64,13,0.81
SS304,267.3,39.8,5.47,477,1.83,10,0.96
SS304,153.3,41.9,6.18,571,1.94,2,0.64
Inconel,191.2,30.8,5.96,283,4.17,4,0.61
Carbon Steel,260.3,34.3,4.2,240,1.77,4,1.26
Inconel,184.6,28.4,5.8,234,3.54,1,0.55
SS304,200.8,45.8,5.38,177,4.14,14,0.86
Alloy Steel,198.6,25.4,4.52,441,2.15,4,1.11
Inconel,233.8,44.5,5.29,677,2.32,1,0.85
Inconel,251.9,26.9,6.14,329,3.53,7,0.7
Alloy Steel,200.8,35.2,5.78,521,2.1,8,0.98
Carbon Steel,269.0,38.4,5.46,242,2.65,5,1.14
SS316,173.8,31.2,5.23,615,1.68,9,0.83
SS304,265.0,28.7,5.84,228,3.32,11,0.87
SS304,260.6,25.9,4.68,484,2.51,5,1.07
SS316,210.0,40.6,5.85,514,3.46,8,0.83
SS316,165.5,39.2,4.92,624,1.93,2,0.83
SS316,217.4,32.6,4.49,639,4.18,9,1.14
SS316,189.5,44.4,5.31,502,3.31,9,0.88
SS304,249.2,27.2,5.03,291,2.49,7,0.92
Inconel,262.1,44.3,5.52,674,4.42,11,1.03
Inconel,231.5,31.3,5.05,112,1.83,4,0.64
Alloy Steel,254.0,53.2,5.75,344,4.44,2,1.07
Inconel,156.6,45.1,5.87,641,1.84,11,0.66
Carbon Steel,152.7,37.2,6.57,568,3.67,3,0.93
Carbon Steel,233.0,26.7,4.27,191,3.46,13,1.32
SS316,147.5,28.8,5.78,464,2.28,8,0.66
Alloy Steel,272.6,27.9,4.45,151,4.43,2,1.22
SS304,183.4,39.4,4.25,278,2.92,11,0.96
Inconel,179.1,47.8,4.71,572,2.19,6,0.83
Inconel,206.5,36.5,4.7,187,3.88,1,0.75
SS304,250.6,46.1,4.7,406,2.83,12,1.07
Carbon Steel,272.6,40.1,5.43,285,2.52,11,1.2
SS316,159.6,27.5,4.88,365,3.43,3,0.79
Alloy Steel,234.1,25.8,5.37,430,2.52,12,1.11
Carbon Steel,203.5,48.5,4.44,629,3.51,10,1.41
Alloy Steel,279.2,40.5,4.44,199,2.47,13,1.23
SS316,226.9,38.4,5.45,665,3.62,4,0.97
Inconel,206.6,39.0,5.48,421,1.59,2,0.64
SS316,255.0,30.4,6.18,249,2.39,3,0.67
Carbon Steel,238.5,54.3,5.36,255,1.97,7,1.09
Inconel,140.8,29.6,4.25,695,3.78,2,0.92
SS316,192.3,50.7,5.5,678,3.01,6,0.89
Inconel,191.1,40.0,6.8,411,4.39,13,0.61
Inconel,241.6,26.3,6.29,419,2.68,8,0.67
Alloy Steel,160.9,52.7,4.81,695,3.54,14,1.24
Alloy Steel,152.8,29.8,4.62,323,4.18,13,1.11
Carbon Steel,247.1,48.7,6.14,265,4.08,3,1.06
SS316,173.2,26.4,4.49,419,1.61,1,0.8
SS304,157.4,48.9,5.49,478,2.49,5,0.76
SS316,203.9,35.5,6.7,104,2.42,6,0.46
Inconel,259.3,28.6,6.53,147,2.55,12,0.57
Carbon Steel,170.0,28.4,6.15,249,1.51,6,0.82
Carbon Steel,265.3,41.7,6.63,205,3.88,10,1.03
SS304,263.6,45.2,5.16,214,3.95,7,0.96
Inconel,223.1,52.5,4.23,335,4.05,3,0.94
Inconel,267.6,36.6,5.11,222,4.19,2,0.84
Carbon Steel,240.2,49.7,6.18,116,3.51,14,1.02
Carbon Steel,232.1,36.2,6.01,252,1.57,9,0.97
SS304,260.6,28.1,4.98,397,4.38,14,1.13
SS304,168.8,51.0,5.49,319,3.49,8,0.77
Alloy Steel,258.6,40.2,5.81,243,3.62,14,1.07
Carbon Steel,252.8,39.9,5.57,517,3.03,9,1.25
SS304,248.9,31.7,6.25,517,3.54,3,0.86
Inconel,263.3,35.1,4.91,610,2.68,3,0.97
Alloy Steel,140.4,40.3,6.6,618,1.57,3,0.73
Carbon Steel,237.6,25.4,5.86,424,2.16,6,1.08
SS304,276.7,51.8,4.73,216,3.38,8,1.03
Carbon Steel,159.8,36.9,4.37,555,2.84,10,1.28
Alloy Steel,193.5,41.8,6.42,419,4.4,7,0.92
SS316,273.4,46.9,6.48,598,2.26,7,0.83
Carbon Steel,174.9,39.6,5.61,559,2.68,10,1.12
Carbon Steel,159.4,39.6,5.45,294,4.25,13,1.09
Carbon Steel,140.0,52.0,4.52,246,1.96,3,1.0
Carbon Steel,176.7,54.9,6.47,427,3.19,11,0.96
SS304,276.8,49.8,6.09,213,3.81,14,0.88
SS316,152.2,53.3,6.8,631,3.72,8,0.65
Inconel,149.6,38.7,5.93,277,2.44,4,0.46
Carbon Steel,173.9,34.7,6.32,355,2.44,7,0.89
Inconel,141.9,52.0,5.21,621,1.62,5,0.67
SS304,185.2,35.4,6.4,106,3.42,5,0.55
SS316,255.3,48.4,5.5,227,3.4,12,0.87
Alloy Steel,192.8,46.2,6.38,677,1.76,13,0.96
Alloy Steel,215.4,55.0,5.62,352,4.23,3,1.02
Alloy Steel,157.5,50.2,6.17,144,4.01,5,0.75
Alloy Steel,189.4,30.4,6.37,342,1.65,9,0.78
Alloy Steel,241.9,39.5,4.84,472,3.12,6,1.21
SS316,260.6,54.3,6.47,342,3.94,3,0.75
Carbon Steel,264.4,47.1,6.55,132,2.87,4,0.92
Alloy Steel,220.2,42.2,4.87,479,4.22,1,1.18
Carbon Steel,228.3,32.3,4.33,451,1.64,13,1.33
Inconel,188.4,26.7,6.62,139,3.72,4,0.43
Carbon Steel,218.9,52.7,6.58,450,2.64,1,0.94
Inconel,223.4,54.9,5.55,661,3.86,7,0.9
Carbon Steel,146.3,32.2,5.74,121,3.84,4,0.87
Inconel,244.6,33.9,4.84,693,1.7,8,0.97
Carbon Steel,239.8,31.7,4.49,557,4.37,2,1.42
Carbon Steel,273.3,46.0,6.16,554,1.68,3,1.12
SS316,207.2,27.4,6.19,334,3.63,7,0.7
Inconel,232.5,25.0,4.36,344,4.02,1,0.92
Carbon Steel,171.3,38.0,6.75,228,4.04,8,0.84
SS316,211.7,29.7,5.83,455,1.58,2,0.69
SS316,183.3,33.4,5.09,231,3.77,10,0.81
Inconel,264.7,43.4,6.48,416,1.77,9,0.65
Carbon Steel,255.4,48.4,5.83,253,1.81,14,1.08
SS316,182.9,29.1,4.85,509,2.66,4,0.87
Alloy Steel,182.6,50.8,4.56,677,4.24,1,1.25
